time_us,record_type,payload_length,value_count,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
4438979,56,32,8,325825,918224,1433690,1626855,1711707,1967016,1542750,1710423
4440880,56,32,8,326084,918067,1433326,1626326,1711192,1966443,1542454,1709903
4442774,56,32,8,326382,917872,1432913,1625828,1710703,1965922,1542251,1709489
4444670,56,32,8,326625,917744,1432563,1625302,1710157,1965384,1542010,1709012
4446564,56,32,8,326941,917567,1432167,1624839,1709674,1964870,1541769,1708585
4448458,56,32,8,327209,917391,1431801,1624374,1709150,1964325,1541635,1708189
4450361,56,32,8,327508,917252,1431433,1623884,1708696,1963819,1541416,1707755
4452255,56,32,8,327778,917090,1431057,1623369,1708210,1963286,1541149,1707286
4454150,56,32,8,328033,916891,1430637,1622807,1707649,1962652,1540899,1706736
4456045,56,32,8,328350,916702,1430227,1622251,1707086,1962062,1540586,1706192
4457940,56,32,8,328611,916441,1429807,1621690,1706457,1961411,1540304,1705628
4459840,56,32,8,328846,916281,1429409,1621140,1705910,1960815,1539992,1705152
4461736,56,32,8,329116,916097,1428980,1620552,1705382,1960240,1539777,1704649
4463640,56,32,8,329411,915890,1428573,1620057,1704829,1959645,1539501,1704155
4465534,56,32,8,329689,915693,1428133,1619516,1704316,1959085,1539222,1703711
4467429,56,32,8,329938,915461,1427738,1619018,1703754,1958497,1538979,1703234
4469322,56,32,8,330222,915302,1427328,1618411,1703168,1957912,1538661,1702622
4471216,56,32,8,330503,915093,1426909,1617868,1702629,1957286,1538346,1702125
4473116,56,32,8,330783,914876,1426491,1617336,1702100,1956740,1538122,1701639
4475012,56,32,8,331010,914674,1426121,1616832,1701615,1956183,1537901,1701161
4476907,56,32,8,331320,914530,1425801,1616347,1701117,1955650,1537687,1700754
4478800,56,32,8,331612,914363,1425358,1615899,1700599,1955149,1537457,1700305
4480696,56,32,8,331913,914160,1425042,1615335,1700122,1954606,1537222,1699880
4482603,56,32,8,332143,914057,1424633,1614925,1699661,1954126,1537048,1699455
4484491,56,32,8,332457,913872,1424235,1614429,1699142,1953595,1536827,1699016
4486386,56,32,8,332724,913682,1423884,1613932,1698653,1953066,1536575,1698559
4488282,56,32,8,333008,913517,1423514,1613402,1698104,1952469,1536311,1698051
4490176,56,32,8,333263,913295,1423158,1612886,1697630,1951935,1536112,1697585
4492077,56,32,8,333525,913163,1422777,1612354,1697102,1951417,1535844,1697126
4493970,56,32,8,333813,912997,1422394,1611846,1696601,1950867,1535626,1696639
4495864,56,32,8,334107,912807,1422035,1611384,1696158,1950363,1535404,1696194
4497759,56,32,8,334347,912638,1421647,1610934,1695625,1949848,1535209,1695762
4499661,56,32,8,334615,912505,1421306,1610453,1695108,1949330,1534985,1695369
4501555,56,32,8,334925,912316,1420930,1609946,1694643,1948820,1534765,1694927
4503450,56,32,8,335180,912147,1420558,1609464,1694122,1948261,1534511,1694459
4505350,56,32,8,335445,911974,1420167,1608969,1693645,1947747,1534306,1693972
4507244,56,32,8,335748,911788,1419778,1608402,1693063,1947124,1533987,1693459
4509141,56,32,8,336005,911615,1419367,1607857,1692519,1946523,1533705,1692935
4511034,56,32,8,336226,911387,1418965,1607290,1691995,1945923,1533450,1692423
4512931,56,32,8,336471,911170,1418499,1606770,1691482,1945380,1533209,1692057
4514834,56,32,8,336743,911049,1418176,1606340,1690985,1944852,1532964,1691550
4516729,56,32,8,337032,910861,1417746,1605818,1690481,1944286,1532673,1691054
4518628,56,32,8,337273,910673,1417335,1605305,1689899,1943670,1532396,1690582
4520518,56,32,8,337531,910461,1416930,1604756,1689358,1943055,1532131,1690034
4522414,56,32,8,337792,910248,1416491,1604207,1688841,1942434,1531839,1689510
4524311,56,32,8,338054,910056,1416101,1603621,1688245,1941878,1531540,1688962
4526207,56,32,8,338327,909872,1415717,1603056,1687678,1941278,1531236,1688429
4528102,56,32,8,338594,909674,1415248,1602473,1687068,1940623,1530990,1687971
4529996,56,32,8,338832,909487,1414835,1601961,1686558,1940056,1530666,1687506
4531898,56,32,8,339109,909242,1414458,1601493,1686061,1939539,1530461,1687010
4533793,56,32,8,339344,909098,1414066,1600934,1685528,1938958,1530194,1686541
4535689,56,32,8,339629,908889,1413612,1600350,1684963,1938319,1529900,1686028
4537598,56,32,8,339881,908727,1413201,1599846,1684388,1937749,1529620,1685493
4539483,56,32,8,340130,908518,1412746,1599270,1683865,1937186,1529317,1684962
4541378,56,32,8,340397,908309,1412435,1598767,1683341,1936635,1529024,1684508
4543275,56,32,8,340610,908133,1412019,1598236,1682849,1936094,1528780,1684067
4545170,56,32,8,340887,907928,1411622,1597752,1682285,1935463,1528555,1683554
4547070,56,32,8,341193,907774,1411254,1597191,1681758,1934909,1528344,1683168
4548966,56,32,8,341486,907655,1410874,1596760,1681299,1934438,1528159,1682749
4550861,56,32,8,341719,907462,1410513,1596272,1680796,1933926,1527929,1682299
4552754,56,32,8,341954,907306,1410126,1595803,1680304,1933356,1527746,1681803
4554655,56,32,8,342259,907142,1409772,1595274,1679781,1932853,1527464,1681376
4556550,56,32,8,342512,906996,1409400,1594780,1679317,1932301,1527207,1680922
4558442,56,32,8,342819,906783,1408992,1594235,1678807,1931777,1526961,1680454
4560335,56,32,8,343062,906644,1408659,1593803,1678312,1931258,1526744,1680008
4562231,56,32,8,343310,906484,1408328,1593328,1677765,1930697,1526559,1679593
4564134,56,32,8,343608,906289,1407934,1592866,1677324,1930136,1526347,1679232
4566023,56,32,8,343916,906149,1407566,1592408,1676847,1929680,1526098,1678815
4567920,56,32,8,344135,906005,1407181,1591926,1676435,1929128,1525925,1678331
4569824,56,32,8,344345,905837,1406800,1591382,1675881,1928610,1525616,1677781
4571721,56,32,8,344665,905620,1406434,1590940,1675315,1928130,1525452,1677355
4573621,56,32,8,344936,905483,1406127,1590410,1674818,1927599,1525127,1676937
4575515,56,32,8,345180,905332,1405726,1589976,1674341,1926993,1524931,1676444
4577416,56,32,8,345409,905133,1405283,1589381,1673821,1926418,1524619,1675947
4579324,56,32,8,345643,904954,1404877,1588839,1673275,1925847,1524336,1675483
4581224,56,32,8,345912,904742,1404469,1588298,1672767,1925289,1524089,1675105
4583136,56,32,8,346233,904540,1404055,1587836,1672173,1924740,1523870,1674533
4585038,56,32,8,346425,904369,1403720,1587268,1671736,1924185,1523515,1674096
4586933,56,32,8,346704,904177,1403345,1586811,1671257,1923595,1523307,1673688
4588836,56,32,8,346984,904019,1402991,1586380,1670697,1923084,1523099,1673204
4590735,56,32,8,347229,903904,1402646,1585861,1670235,1922615,1522864,1672745
4592644,56,32,8,347494,903728,1402291,1585365,1669706,1922010,1522608,1672282
4594547,56,32,8,347762,903512,1401819,1584810,1669215,1921512,1522396,1671871
4596446,56,32,8,348060,903440,1401483,1584387,1668729,1920995,1522204,1671450
4598353,56,32,8,348295,903273,1401145,1583915,1668264,1920480,1521893,1671003
4600252,56,32,8,348552,903112,1400802,1583497,1667706,1919938,1521753,1670604
4602152,56,32,8,348857,902882,1400389,1582934,1667256,1919345,1521450,1670047
4604049,56,32,8,349001,902724,1399964,1582348,1666716,1918832,1521159,1669580
4605952,56,32,8,349306,902511,1399533,1581839,1666190,1918151,1520867,1669041
4607855,56,32,8,349567,902373,1399144,1581306,1665645,1917598,1520553,1668542
4609753,56,32,8,349818,902119,1398702,1580715,1665010,1916994,1520273,1667933
4611655,56,32,8,350055,901949,1398317,1580174,1664498,1916478,1520012,1667552
4613548,56,32,8,350318,901745,1397926,1579708,1663993,1915931,1519783,1667056
4615443,56,32,8,350534,901595,1397530,1579195,1663461,1915341,1519474,1666588
4617339,56,32,8,350802,901387,1397111,1578667,1662925,1914749,1519273,1666101
4619234,56,32,8,351030,901152,1396718,1578126,1662381,1914101,1518961,1665614
4621134,56,32,8,351289,900996,1396268,1577576,1661815,1913550,1518680,1665107
4623029,56,32,8,351536,900800,1395901,1577019,1661263,1912943,1518383,1664589
4624924,56,32,8,351703,900621,1395461,1576457,1660691,1912361,1518107,1664038
4626824,56,32,8,351951,900461,1395111,1576021,1660223,1911828,1517888,1663578
4628719,56,32,8,352281,900311,1394738,1575486,1659761,1911329,1517620,1663235
4630620,56,32,8,352497,900148,1394367,1575043,1659261,1910822,1517417,1662823
4632508,56,32,8,352775,899966,1394027,1574604,1658806,1910357,1517226,1662416
4634402,56,32,8,353068,899858,1393663,1574133,1658332,1909803,1517032,1661964
4636303,56,32,8,353286,899668,1393260,1573595,1657795,1909298,1516774,1661467
4638196,56,32,8,353568,899489,1392932,1573144,1657364,1908757,1516531,1661002
4640091,56,32,8,353791,899371,1392572,1572633,1656826,1908215,1516295,1660503
4641985,56,32,8,354049,899199,1392145,1572110,1656289,1907600,1515931,1660066
4643887,56,32,8,354291,899016,1391787,1571625,1655803,1907117,1515738,1659684
4645783,56,32,8,354518,898890,1391401,1571092,1655252,1906526,1515503,1659200
4647678,56,32,8,354780,898709,1391022,1570595,1654746,1905992,1515241,1658764
4649574,56,32,8,355052,898499,1390581,1570087,1654236,1905427,1515001,1658289
4651466,56,32,8,355306,898324,1390194,1569554,1653653,1904896,1514680,1657830
4653364,56,32,8,355541,898117,1389804,1569061,1653138,1904322,1514430,1657327
4655261,56,32,8,355770,897939,1389405,1568501,1652564,1903631,1514119,1656729
4657154,56,32,8,355987,897730,1388995,1567989,1652006,1903098,1513796,1656235
4659046,56,32,8,356222,897571,1388559,1567430,1651488,1902465,1513475,1655730
4660941,56,32,8,356450,897426,1388124,1566870,1650971,1901888,1513235,1655245
4662840,56,32,8,356717,897221,1387802,1566394,1650418,1901350,1512971,1654803
4664735,56,32,8,356947,897037,1387418,1565861,1649877,1900795,1512762,1654410
4666632,56,32,8,357231,896870,1387022,1565380,1649436,1900326,1512562,1653984
4668525,56,32,8,357507,896749,1386682,1564935,1648956,1899834,1512306,1653569
4670421,56,32,8,357685,896526,1386288,1564392,1648437,1899182,1512057,1653075
4672324,56,32,8,357941,896335,1385866,1563861,1647848,1898654,1511797,1652577
4674219,56,32,8,358211,896173,1385530,1563394,1647316,1898139,1511563,1652135
4676116,56,32,8,358464,895999,1385176,1562876,1646873,1897622,1511298,1651663
4678012,56,32,8,358713,895854,1384761,1562396,1646373,1897103,1511081,1651284
4679905,56,32,8,358984,895709,1384458,1561977,1645921,1896626,1510908,1650840
4681800,56,32,8,359208,895553,1384080,1561465,1645498,1896101,1510672,1650471
4683695,56,32,8,359493,895419,1383708,1560952,1644945,1895610,1510448,1650069
4685603,56,32,8,359706,895264,1383363,1560594,1644514,1895109,1510198,1649646
4687491,56,32,8,359951,895080,1382992,1560078,1644017,1894606,1509949,1649161
4689388,56,32,8,360211,894916,1382670,1559579,1643488,1894053,1509702,1648682
4691284,56,32,8,360426,894792,1382272,1559111,1642982,1893553,1509467,1648257
4693177,56,32,8,360676,894595,1381947,1558575,1642517,1893008,1509227,1647791
4695077,56,32,8,360916,894484,1381579,1558131,1642037,1892543,1508995,1647417
4696970,56,32,8,361178,894335,1381190,1557687,1641553,1892006,1508769,1647018
4698866,56,32,8,361404,894160,1380839,1557199,1641038,1891477,1508545,1646553
4700762,56,32,8,361676,893994,1380466,1556693,1640574,1890899,1508259,1646086
4702661,56,32,8,361928,893809,1380075,1556156,1639980,1890349,1507953,1645566
4704555,56,32,8,362139,893621,1379661,1555597,1639431,1889760,1507690,1645063
4706450,56,32,8,362361,893465,1379261,1555027,1638930,1889169,1507377,1644550
4708350,56,32,8,362613,893256,1378850,1554527,1638377,1888555,1507073,1644068
4710244,56,32,8,362822,893066,1378419,1553941,1637831,1887973,1506797,1643573
4712141,56,32,8,363020,892923,1378080,1553464,1637302,1887390,1506493,1643104
4714037,56,32,8,363268,892695,1377676,1552942,1636751,1886836,1506251,1642658
4715933,56,32,8,363539,892500,1377221,1552430,1636277,1886313,1505982,1642209
4717834,56,32,8,363802,892319,1376875,1551983,1635743,1885763,1505700,1641696
4719729,56,32,8,363976,892149,1376454,1551415,1635187,1885135,1505446,1641222
4721628,56,32,8,364245,891959,1376098,1550885,1634670,1884554,1505183,1640744
4723518,56,32,8,364452,891808,1375666,1550304,1634111,1883928,1504837,1640200
4725413,56,32,8,364683,891611,1375246,1549775,1633553,1883377,1504539,1639729
4727311,56,32,8,364931,891376,1374835,1549300,1633039,1882820,1504304,1639287
4729207,56,32,8,365155,891278,1374499,1548819,1632584,1882288,1504039,1638862
4731100,56,32,8,365397,891118,1374160,1548373,1632139,1881818,1503860,1638521
4732995,56,32,8,365668,890949,1373809,1547926,1631666,1881359,1503611,1638015
4734898,56,32,8,365885,890810,1373438,1547444,1631191,1880830,1503405,1637610
4736794,56,32,8,366158,890626,1373054,1546972,1630726,1880296,1503158,1637151
4738690,56,32,8,366407,890449,1372718,1546477,1630227,1879795,1502918,1636709
4740599,56,32,8,366606,890320,1372364,1545999,1629745,1879255,1502674,1636296
4742485,56,32,8,366815,890180,1372019,1545484,1629274,1878743,1502444,1635812
4744381,56,32,8,367100,890037,1371650,1545049,1628771,1878193,1502189,1635397
4746275,56,32,8,367359,889888,1371257,1544569,1628286,1877726,1501939,1635021
4748171,56,32,8,367586,889719,1370919,1544135,1627858,1877250,1501769,1634621
4750070,56,32,8,367828,889542,1370572,1543646,1627374,1876798,1501521,1634235
4751966,56,32,8,368028,889412,1370212,1543211,1626906,1876294,1501288,1633824
4753861,56,32,8,368297,889272,1369823,1542736,1626455,1875752,1501063,1633358
4755757,56,32,8,368527,889127,1369510,1542244,1625887,1875134,1500745,1632805
4757655,56,32,8,368725,888956,1369144,1541766,1625369,1874669,1500496,1632371
4759555,56,32,8,368974,888816,1368741,1541187,1624849,1874078,1500231,1632006
4761445,56,32,8,369218,888677,1368410,1540819,1624374,1873631,1500056,1631595
4763351,56,32,8,369460,888548,1368027,1540285,1623935,1873131,1499872,1631227
4765249,56,32,8,369677,888335,1367704,1539893,1623516,1872655,1499607,1630755
4767148,56,32,8,369943,888177,1367355,1539385,1623023,1872266,1499367,1630339
4769046,56,32,8,370123,888086,1366991,1538911,1622534,1871617,1499165,1629912
4770943,56,32,8,370376,887944,1366595,1538410,1622012,1871138,1498944,1629525
4772853,56,32,8,370669,887754,1366274,1537996,1621610,1870604,1498682,1629088
4774752,56,32,8,370852,887612,1365926,1537523,1621040,1870099,1498406,1628479
4776662,56,32,8,371038,887448,1365487,1536989,1620609,1869548,1498158,1628005
4778565,56,32,8,371290,887256,1365108,1536504,1620073,1868977,1497845,1627581
4780468,56,32,8,371502,887077,1364681,1535967,1619483,1868525,1497586,1627213
4782372,56,32,8,371785,886910,1364382,1535514,1619059,1867988,1497464,1626829
4784270,56,32,8,372101,886766,1363961,1535054,1618643,1867500,1497225,1626320
4786172,56,32,8,372196,886621,1363614,1534648,1618186,1867029,1496933,1625959
4788077,56,32,8,372459,886482,1363262,1534116,1617704,1866440,1496695,1625488
4789979,56,32,8,372702,886248,1362869,1533696,1617172,1865980,1496414,1624979
4791892,56,32,8,372930,886129,1362527,1533091,1616593,1865374,1496150,1624511
4793790,56,32,8,373188,885947,1362105,1532593,1616087,1864775,1495861,1624086
4795691,56,32,8,373365,885737,1361760,1532025,1615589,1864186,1495619,1623577
4797603,56,32,8,373573,885604,1361343,1531577,1615048,1863705,1495361,1623166
4799496,56,32,8,373849,885415,1360994,1531128,1614641,1863281,1495179,1622807
4801393,56,32,8,374039,885304,1360555,1530648,1614191,1862801,1494973,1622365
4803290,56,32,8,374273,885149,1360276,1530235,1613666,1862243,1494702,1621970
4805186,56,32,8,374535,884967,1359923,1529732,1613239,1861750,1494495,1621529
4807089,56,32,8,374751,884813,1359579,1529226,1612711,1861205,1494214,1621017
4808982,56,32,8,374969,884692,1359216,1528757,1612233,1860659,1493977,1620572
4810880,56,32,8,375177,884523,1358919,1528328,1611802,1860220,1493744,1620223
4812772,56,32,8,375436,884366,1358459,1527822,1611257,1859673,1493500,1619753
4814667,56,32,8,375654,884139,1358082,1527323,1610766,1859125,1493225,1619290
4816562,56,32,8,375828,884010,1357697,1526789,1610276,1858570,1492977,1618927
4818457,56,32,8,376114,883824,1357309,1526308,1609678,1858021,1492671,1618404
4820361,56,32,8,376333,883647,1356900,1525837,1609250,1857441,1492380,1617917
4822253,56,32,8,376549,883489,1356534,1525267,1608662,1856826,1492125,1617409
4824147,56,32,8,376792,883311,1356108,1524738,1608139,1856237,1491787,1616870
4826041,56,32,8,376929,883073,1355753,1524177,1607590,1855663,1491490,1616427
4827935,56,32,8,377177,882944,1355277,1523681,1607091,1855127,1491180,1615957
4829834,56,32,8,377356,882748,1354941,1523192,1606610,1854598,1490946,1615490
4831728,56,32,8,377623,882591,1354517,1522676,1606089,1854046,1490661,1615071
4833628,56,32,8,377816,882426,1354214,1522308,1605648,1853557,1490501,1614704
4835517,56,32,8,378080,882282,1353851,1521829,1605126,1853076,1490256,1614292
4837413,56,32,8,378310,882105,1353486,1521353,1604705,1852488,1490000,1613839
4839313,56,32,8,378531,881978,1353153,1520847,1604234,1852006,1489723,1613372
4841210,56,32,8,378740,881811,1352846,1520408,1603727,1851508,1489472,1612936
4843111,56,32,8,378975,881666,1352476,1519909,1603227,1851014,1489233,1612536
4845008,56,32,8,379236,881555,1352168,1519477,1602798,1850549,1489077,1612112
4846904,56,32,8,379423,881396,1351733,1519003,1602376,1850040,1488838,1611692
4848800,56,32,8,379645,881272,1351383,1518563,1601944,1849522,1488596,1611316
4850695,56,32,8,379906,881114,1351003,1518072,1601438,1849099,1488433,1610959
4852603,56,32,8,380136,880943,1350671,1517673,1601028,1848550,1488185,1610530
4854491,56,32,8,380334,880807,1350332,1517209,1600528,1848067,1487908,1610103
4856387,56,32,8,380558,880692,1349996,1516710,1600019,1847478,1487643,1609617
4858283,56,32,8,380805,880524,1349626,1516185,1599513,1847005,1487401,1609184
4860175,56,32,8,380988,880372,1349330,1515780,1599086,1846531,1487197,1608754
